user_id,trips_per_month,ratio_stay_time_in_home,trip_length,rg_time,rg_quantity,shopping,recreation,restaurant,ratio_of_uninterested_trips,rg4/rg_quantity,k_quantity,random_entropy,location_entropy,OD_entropy,sequence_entropy,distance_from_home_entropy,speed_std_mean,speed_mean_std,speed_std_max,acceleration_std_max,harsh_shift_ratio_std,harsh_steering_ratio_std,harsh_shift_ratio_mean,harsh_steering_ratio_mean,speed_mean,speed_max,over_speed_ratio,over_speed_quantity,junction_over_speed,junction_speed_mean,day_entropy,datetime_entropy,extroversion,openness,neuroticism,conscientiousness
663,0.386602288,0.758172706,0.45685187,0.419251649,0.417872211,0.420116611,0.484917726,0.465586581,0.949025673,0.487129061,0.809141956,0.709286031,0.868595685,0.710257889,0.894735803,0.79000541,0.506411836,0.550002922,0.281560129,0.918891113,0.602786261,0.437471622,0.394746223,0.268213774,0.223187844,0.308304337,0.330508501,0.626503382,0.479880318,0.478201384,0.390133999,0.51467819,3.809371644,6.218177509,3.96008388,3.351397955
664,0.713638032,0.475485875,0.41622129,0.406716434,0.409701886,0.534750195,0.335212699,0.438557791,0.390021744,0.443730468,0.417429794,0.571195138,0.494635797,0.530553478,0.441169313,0.483853861,0.354812166,0.274477049,0.33605369,0.646741819,0.344902212,0.493884298,0.271226861,0.363955194,0.337282244,0.660566666,0.609759602,0.646726047,0.209948581,0.382636508,0.77708485,0.519088642,3.730284201,3.772589591,3.08605329,4.143093139
665,0.60372831,0.549453111,0.679758583,0.591332449,0.622566914,0.466216737,0.523882939,0.515155388,0.624985988,0.379855611,0.472250765,0.720564136,0.75943566,0.749060801,0.724485412,0.756245488,0.498007764,0.66524435,0.398572407,0.921290083,0.754431143,0.634591052,0.561237516,0.434321613,0.262520872,0.401534281,0.330974482,0.496176699,0.395777515,0.386918019,0.355829393,0.364718776,4.552094432,5.186883861,4.867695928,2.994450036
666,0.329366473,0.530923555,0.706333821,0.522814463,0.51189359,0.430310277,0.611863737,0.54794123,0.89033972,0.521707015,0.998227045,0.435522052,0.591113006,0.501105745,0.669490126,0.64965533,0.426670905,0.698284937,0.342967622,0.34544752,0.305114617,0.308647484,0.250814434,0.267580265,0.29386524,0.476740676,0.241133317,0.362695866,0.438470816,0.405914952,0.59608794,0.727702493,4.191447147,5.257160038,2.945527784,3.542611299
667,0.357141276,0.258178845,0.611291045,0.521762868,0.596159673,0.507480416,0.311232864,0.41298136,0.656363006,0.438087117,0.472250765,0.435931047,0.501154753,0.436262136,0.521877439,0.520766754,0.440493563,0.559066461,0.532810238,0.522629286,0.460953496,0.420471703,0.37015052,0.343724427,0.273207711,0.5,0.411904771,0.430096269,0.302813353,0.271683521,0.5310235,0.652863748,3.576228347,3.982693018,3.650299695,3.373592874
668,0.35192229,0.49635923,0.473782209,0.431749027,0.463696377,0.736073016,0.73400248,0.858974946,0.835843683,0.600788127,0.995195247,0.524208191,0.605051461,0.585387757,0.687509035,0.636312081,0.401714727,0.498782254,0.270854511,0.39514224,0.406867198,0.279753697,0.409646248,0.371530775,0.677371887,0.593624045,0.596531106,0.628899261,0.582784772,0.611026165,0.659524752,0.64311146,4.546559574,5.470295583,3.034291649,4.992873449
669,0.645657809,0.412383469,0.56474512,0.66187081,0.620748313,0.516028161,0.667437239,0.511938514,0.895093311,0.252728149,0.444671945,0.837680016,0.841926928,0.813561472,0.876313719,0.799042309,0.596946787,0.370742816,0.38763007,0.818850459,0.471756303,0.342572866,0.381317942,0.326684255,0.409358756,0.310433878,0.511514531,0.419480771,0.470380647,0.454236452,0.473383324,0.404177663,4.600809435,5.761017849,3.696501498,3.452966021
670,0.714763322,0.751700838,0.548567924,0.539587776,0.499361053,0.581568338,0.505166606,0.471011701,0.60696356,0.353483254,0.444671945,0.770280451,0.711249958,0.706331832,0.650743555,0.724339888,0.33927469,0.663355754,0.447087961,0.548363102,0.654295179,0.349959256,0.411482699,0.324370927,0.430465012,0.539329362,0.380414939,0.507768497,0.542495925,0.435034052,0.374712694,0.335144384,4.611727558,4.968064443,3.738189569,3.545364866
671,0.743358114,0.571860078,0.363614233,0.723879662,0.679562268,0.424766064,0.419498725,0.45143466,0.332760223,0.392252428,0.472250765,0.544378139,0.370098517,0.370272497,0.342858732,0.403037678,0.2359551,0.357031426,0.327529041,0.376070509,0.448642774,0.297404315,0.354072352,0.298912913,0.530746839,0.723550488,0.611511109,0.587955786,0.567329469,0.541235001,0.33163349,0.302086289,4.377973802,3.227908978,2.69561843,4.196048471
672,0.302403723,0.523698818,0.800264955,0.819570762,0.899334512,0.47672933,0.461361814,0.631304068,0.954936107,0.379792306,0.417429794,0.5,0.749815205,0.549404007,0.824066014,0.744124456,0.302429723,0.810379794,0.191831739,0.992625579,0.992627811,0.652849421,0.781572485,0.350634998,0.308664563,0.602523749,0.323638122,0.404837093,0.546247283,0.686509613,0.641611606,0.749698373,4.914667982,5.119567888,5.074951549,4.263730402
673,0.603556739,0.657445771,0.520064612,0.612664079,0.567580858,0.395299787,0.803355408,0.686482042,0.578295351,0.63014247,0.941463097,0.700062611,0.688809526,0.684454679,0.608273469,0.686565528,0.339913352,0.518079792,0.615410829,0.434253995,0.387021941,0.394217423,0.417479811,0.343957482,0.456046628,0.623234844,0.513324802,0.511638134,0.571761692,0.479173118,0.642385687,0.503054679,4.846449296,5.518066731,3.450334624,4.300619583
674,0.365336632,0.464692178,0.341151313,0.42184657,0.451432668,0.950031327,0.64727177,0.62746273,0.430721953,0.624824255,0.635423559,0.243792341,0.282030535,0.242150108,0.301270879,0.284501014,0.317804963,0.288447561,0.451822168,0.876864241,0.800847173,0.446115572,0.872047932,0.561316473,0.455441005,0.583168142,0.619885102,0.626131559,0.245831991,0.225617305,0.904380059,0.802097005,4.269225188,3.044714646,4.615266083,4.462552168
675,0.315226407,0.840269469,0.318958977,0.402129757,0.399796685,0.618049018,0.561939158,0.638179738,0.616488633,0.292105747,0.417429794,0.326272808,0.519599308,0.475516242,0.58593943,0.41300517,0.192750433,0.393662373,0.090365432,0.632800882,0.708339601,0.786210688,0.62225275,0.461798302,0.581432516,0.780674345,0.653862876,0.657123318,0.621127781,0.714213723,0.698695406,0.757940864,4.09454921,3.646357131,3.88818046,5.465070828
676,0.539469224,0.423428507,0.299129848,0.394736918,0.39619123,0.54239215,0.555193761,0.441116526,0.287887031,0.307148682,0.417429794,0.168446183,0.239083457,0.229355438,0.252318198,0.23883332,0.217686711,0.173258977,0.050669029,0.383089649,0.357582238,0.485344968,0.457557892,0.394704305,0.668348019,0.773056685,0.668047343,0.663111628,0.486019129,0.440362346,0.829490106,0.599096109,3.591658163,2.140502103,2.519893768,5.127531364
677,0.611347462,0.452629471,0.342031891,0.48076657,0.439833935,0.956643366,0.400113159,0.753571894,0.362154114,0.610736017,0.660756369,0.485646416,0.401733247,0.431680353,0.371686872,0.376550767,0.285732171,0.453582713,0.252425623,0.638007979,0.468198179,0.433449184,0.471427321,0.305128105,0.427163748,0.71073519,0.621618268,0.607208759,0.215836613,0.261092258,0.502518054,0.437329475,4.436937749,3.700944154,3.307951277,3.783502364
678,0.506614222,0.597463891,0.618766116,0.491654306,0.467419979,0.933660587,0.443745562,0.880666914,0.446608261,0.327203685,0.444671945,0.449187225,0.392188848,0.340428731,0.326339795,0.477770271,0.503146851,0.310900427,0.529598136,0.350046351,0.386943996,0.243229218,0.454892446,0.261009067,0.273944013,0.47327242,0.594119204,0.602896431,0.052054713,0.082287522,0.809125127,0.629269766,4.939991578,3.20439876,3.039766491,3.516969196
679,0.490927787,0.49715167,0.577529722,0.435067576,0.443033764,0.450570447,0.426759067,0.411251642,0.463664245,0.469395748,0.417429794,0.464492427,0.368890879,0.382550633,0.396639112,0.41185309,0.691873635,0.64110948,0.421083424,0.381967065,0.388396998,0.242672929,0.415028598,0.275162803,0.309956102,0.305456077,0.230294057,0.386845861,0.490820646,0.481693072,0.38863506,0.438627852,3.732291674,3.374915929,3.457294933,3.032328728
680,0.36076471,0.503304544,0.820086343,0.468105223,0.482049018,0.357525412,0.429151793,0.339890762,0.584569971,0.372664158,0.472250765,0.366197391,0.457512079,0.46108994,0.491445524,0.509870411,0.644004126,0.786058497,0.407962742,0.524925572,0.799346024,0.309299898,0.404164258,0.264502652,0.133646947,0.331442881,0.045915527,0.052789868,0.385099346,0.37502049,0.506942419,0.628318353,3.760877805,3.715600239,4.140263769,2.459175831
681,0.690874424,0.626229023,0.323903048,0.39861244,0.401302313,0.454471706,0.808595349,0.411462029,0.274765964,0.469970637,0.472250765,0.258746792,0.310642463,0.316890375,0.29088632,0.295882185,0.198180228,0.251338198,0.037184763,0.401115569,0.275778866,0.667027939,0.314435807,0.400260008,0.527077688,0.789048795,0.66854825,0.663294309,0.501862115,0.4619973,0.791316019,0.541285317,4.115450333,2.690035501,2.545321377,4.944429793
682,0.440616362,0.884369937,0.935137784,0.970715709,0.980843082,0.471725808,0.415762831,0.503670586,0.936246983,0.448228216,0.472250765,0.749469694,0.889782595,0.755072107,0.901809913,0.929943014,0.547566196,0.911193144,0.673287675,0.51614726,0.468815533,0.529589458,0.268385986,0.339835415,0.183577305,0.420099861,0.060787964,0.172016766,0.709754149,0.824838757,0.328564307,0.458604198,5.602842099,6.082803286,4.254820666,3.158243307
683,0.45689645,0.743321002,0.48784775,0.643454184,0.775021305,0.603598446,0.443035767,0.469929468,0.611972772,0.313809426,0.444671945,0.49751996,0.459292134,0.401116611,0.359495077,0.491444844,0.428657856,0.455797913,0.204322073,0.510907176,0.666592397,0.609955576,0.518156459,0.438270583,0.3106871,0.442053723,0.431234056,0.510895007,0.488999196,0.463705348,0.851068796,0.65043839,4.623104371,3.579322768,3.832660033,4.149081616
